time,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_SBP,SNUADC/ART,Solar8000/CVP,SNUADC/ECG_V5
2034,,,,,,,NaN,NaN,,,NaN,,NaN
2035,65,107,108,52,100,16,NaN,NaN,33,92,NaN,6,NaN
2036,,,,,,,NaN,NaN,,,NaN,,NaN
2037,64,107,108,49,100,16,NaN,NaN,33,88,NaN,6,NaN
2038,,,,,,,NaN,NaN,,,NaN,,NaN
2039,63,107,107,49,100,16,NaN,NaN,34,88,NaN,6,NaN
2040,,,,,,,NaN,NaN,,,NaN,,NaN
2041,62,106,107,48,100,16,NaN,NaN,34,86,NaN,6,NaN
2042,,,,,,,NaN,NaN,,,NaN,,NaN
2043,63,106,107,50,100,16,NaN,NaN,34,89,NaN,6,NaN
2044,,,,,,,NaN,NaN,,,NaN,,NaN
2045,62,107,107,48,100,16,NaN,NaN,34,85,NaN,6,NaN
2046,,,,,,,NaN,NaN,,,NaN,,NaN
2047,62,106,107,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2048,,,,,,,NaN,NaN,,,NaN,,NaN
2049,60,106,106,47,100,16,NaN,NaN,33,82,NaN,5,NaN
2050,,,,,,,NaN,NaN,,,NaN,,NaN
2051,61,105,106,48,100,16,NaN,NaN,33,86,NaN,5,NaN
2052,,,,,,,NaN,NaN,,,NaN,,NaN
2053,60,105,106,48,100,16,NaN,NaN,33,84,NaN,6,NaN
2054,,,,,,,NaN,NaN,,,NaN,,NaN
2055,63,106,106,50,100,16,NaN,NaN,33,89,NaN,6,NaN
2056,,,,,,,NaN,NaN,,,NaN,,NaN
2057,63,106,106,51,100,16,NaN,NaN,33,89,NaN,6,NaN
2058,,,,,,,NaN,NaN,,,NaN,,NaN
2059,66,106,107,53,100,16,NaN,NaN,33,94,NaN,6,NaN
2060,,,,,,,NaN,NaN,,,NaN,,NaN
2061,68,107,107,55,100,16,NaN,NaN,33,98,NaN,6,NaN
2062,,,,,,,NaN,NaN,,,NaN,,NaN
2063,70,107,108,55,100,16,NaN,NaN,33,100,NaN,6,NaN
2064,,,,,,,NaN,NaN,,,NaN,,NaN
2065,71,107,107,56,100,16,NaN,NaN,33,101,NaN,6,NaN
2066,,,,,,,NaN,NaN,,,NaN,,NaN
2067,70,107,107,54,100,16,NaN,NaN,33,98,NaN,6,NaN
2068,,,,,,,NaN,NaN,,,NaN,,NaN
2069,70,107,108,55,100,16,NaN,NaN,33,98,NaN,6,NaN
2070,,,,,,,NaN,NaN,,,NaN,,NaN
2071,67,107,107,52,100,16,NaN,NaN,33,93,NaN,6,NaN
2072,,,,,,,NaN,NaN,,,NaN,,NaN
2073,67,107,107,52,100,16,NaN,NaN,33,93,NaN,6,NaN
2074,,,,,,,NaN,NaN,,,NaN,,NaN
2075,64,107,107,49,100,16,NaN,NaN,33,86,NaN,6,NaN
2076,,,,,,,NaN,NaN,,,NaN,,NaN
2077,63,106,106,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2078,,,,,,,NaN,NaN,,,NaN,,NaN
2079,61,105,106,47,100,16,NaN,NaN,33,83,NaN,6,NaN
2080,,,,,,,NaN,NaN,,,NaN,,NaN
2081,62,105,106,48,100,16,NaN,NaN,33,86,NaN,6,NaN
2082,,,,,,,NaN,NaN,,,NaN,,NaN
2083,61,106,106,48,100,16,NaN,NaN,33,84,NaN,6,NaN
2084,,,,,,,NaN,NaN,,,NaN,,NaN
2085,62,106,107,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2086,,,,,,,NaN,NaN,,,NaN,,NaN
2087,62,106,107,50,100,16,NaN,NaN,33,87,NaN,6,NaN
2088,,,,,,,NaN,NaN,,,NaN,,NaN
2089,64,106,107,51,100,16,NaN,NaN,33,92,NaN,6,NaN
2090,,,,,,,NaN,NaN,,,NaN,,NaN
2091,66,106,107,53,100,16,NaN,NaN,33,95,NaN,6,NaN
2092,,,,,,,NaN,NaN,,,NaN,,NaN
2093,68,107,107,54,100,16,NaN,NaN,33,98,NaN,6,NaN
2094,,,,,,,NaN,NaN,,,NaN,,NaN
2095,69,107,107,55,100,16,NaN,NaN,33,99,NaN,6,NaN
2096,,,,,,,NaN,NaN,,,NaN,,NaN
2097,69,107,108,54,100,16,NaN,NaN,33,97,NaN,6,NaN
2098,,,,,,,NaN,NaN,,,NaN,,NaN
2099,70,107,108,55,100,16,NaN,NaN,33,98,NaN,6,NaN
2100,,,,,,,NaN,NaN,,,NaN,,NaN
2101,68,107,107,52,100,16,NaN,NaN,33,94,NaN,6,NaN
2102,,,,,,,NaN,NaN,,,NaN,,NaN
2103,68,107,107,53,100,16,NaN,NaN,33,95,NaN,6,NaN
2104,,,,,,,NaN,NaN,,,NaN,,NaN
2105,65,107,107,50,100,16,NaN,NaN,33,90,NaN,6,NaN
2106,,,,,,,NaN,NaN,,,NaN,,NaN
2107,66,107,107,51,100,16,NaN,NaN,33,92,NaN,6,NaN
2108,,,,,,,NaN,NaN,,,NaN,,NaN
2109,64,107,107,50,100,16,NaN,NaN,33,89,NaN,6,NaN
2110,,,,,,,NaN,NaN,,,NaN,,NaN
2111,65,107,107,51,100,16,NaN,NaN,33,91,NaN,6,NaN
2112,,,,,,,NaN,NaN,,,NaN,,NaN
2113,63,107,107,49,100,16,NaN,NaN,34,87,NaN,6,NaN
2114,,,,,,,NaN,NaN,,,NaN,,NaN
2115,63,106,107,49,100,16,NaN,NaN,34,88,NaN,6,NaN
2116,,,,,,,NaN,NaN,,,NaN,,NaN
2117,62,106,107,48,100,16,NaN,NaN,34,85,NaN,6,NaN
2118,,,,,,,NaN,NaN,,,NaN,,NaN
2119,63,106,107,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2120,,,,,,,NaN,NaN,,,NaN,,NaN
2121,62,106,107,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2122,,,,,,,NaN,NaN,,,NaN,,NaN
2123,64,106,107,51,100,16,NaN,NaN,33,89,NaN,6,NaN
2124,,,,,,,NaN,NaN,,,NaN,,NaN
2125,65,106,107,52,100,16,NaN,NaN,33,91,NaN,6,NaN
2126,,,,,,,NaN,NaN,,,NaN,,NaN
2127,63,106,107,49,100,16,NaN,NaN,33,88,NaN,5,NaN
2128,,,,,,,NaN,NaN,,,NaN,,NaN
2129,64,106,106,51,100,16,NaN,NaN,33,91,NaN,5,NaN
2130,,,,,,,NaN,NaN,,,NaN,,NaN
2131,63,106,106,50,100,16,NaN,NaN,33,89,NaN,5,NaN
2132,,,,,,,NaN,NaN,,,NaN,,NaN
2133,65,106,106,52,100,16,NaN,NaN,33,93,NaN,5,NaN
2134,,,,,,,NaN,NaN,,,NaN,,NaN
2135,64,106,106,50,100,16,NaN,NaN,33,90,NaN,6,NaN
2136,,,,,,,NaN,NaN,,,NaN,,NaN
2137,66,106,107,53,100,16,NaN,NaN,33,94,NaN,6,NaN
2138,,,,,,,NaN,NaN,,,NaN,,NaN
2139,66,106,107,52,100,16,NaN,NaN,33,92,NaN,6,NaN
2140,,,,,,,NaN,NaN,,,NaN,,NaN
2141,68,107,107,53,100,16,NaN,NaN,33,96,NaN,6,NaN
2142,,,,,,,NaN,NaN,,,NaN,,NaN
2143,67,107,107,52,100,16,NaN,NaN,33,93,NaN,6,NaN
2144,,,,,,,NaN,NaN,,,NaN,,NaN
2145,68,107,107,53,100,16,NaN,NaN,33,96,NaN,6,NaN
2146,,,,,,,NaN,NaN,,,NaN,,NaN
2147,65,107,107,51,100,16,NaN,NaN,33,90,NaN,6,NaN
2148,,,,,,,NaN,NaN,,,NaN,,NaN
2149,64,107,106,50,100,16,NaN,NaN,33,89,NaN,6,NaN
2150,,,,,,,NaN,NaN,,,NaN,,NaN
2151,62,106,106,48,100,16,NaN,NaN,33,84,NaN,6,NaN
2152,,,,,,,NaN,NaN,,,NaN,,NaN
2153,61,106,106,48,100,16,NaN,NaN,33,84,NaN,6,NaN
2154,,,,,,,NaN,NaN,,,NaN,,NaN
2155,61,106,107,48,100,16,NaN,NaN,33,83,NaN,6,NaN
2156,,,,,,,NaN,NaN,,,NaN,,NaN
2157,61,106,107,48,100,16,NaN,NaN,33,82,NaN,6,NaN
2158,,,,,,,NaN,NaN,,,NaN,,NaN
2159,62,107,107,50,100,16,NaN,NaN,33,86,NaN,6,NaN
2160,,,,,,,NaN,NaN,,,NaN,,NaN
2161,63,107,107,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2162,,,,,,,NaN,NaN,,,NaN,,NaN
2163,65,107,108,52,100,16,NaN,NaN,33,91,NaN,5,NaN
2164,,,,,,,NaN,NaN,,,NaN,,NaN
2165,64,107,108,51,100,16,NaN,NaN,33,90,NaN,5,NaN
2166,,,,,,,NaN,NaN,,,NaN,,NaN
2167,66,107,108,53,100,16,NaN,NaN,33,93,NaN,5,NaN
2168,,,,,,,NaN,NaN,,,NaN,,NaN
2169,64,107,107,50,100,16,NaN,NaN,33,90,NaN,6,NaN
2170,,,,,,,NaN,NaN,,,NaN,,NaN
2171,65,107,107,52,100,16,NaN,NaN,33,93,NaN,6,NaN
2172,,,,,,,NaN,NaN,,,NaN,,NaN
2173,64,107,107,50,100,16,NaN,NaN,33,89,NaN,6,NaN
2174,,,,,,,NaN,NaN,,,NaN,,NaN
2175,64,107,107,50,100,16,NaN,NaN,33,90,NaN,6,NaN
2176,,,,,,,NaN,NaN,,,NaN,,NaN
2177,63,107,107,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2178,,,,,,,NaN,NaN,,,NaN,,NaN
2179,63,106,107,49,100,16,NaN,NaN,33,88,NaN,6,NaN
2180,,,,,,,NaN,NaN,,,NaN,,NaN
2181,62,106,107,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2182,,,,,,,NaN,NaN,,,NaN,,NaN
2183,63,107,107,49,100,16,NaN,NaN,33,88,NaN,6,NaN
2184,,,,,,,NaN,NaN,,,NaN,,NaN
2185,63,107,107,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2186,,,,,,,NaN,NaN,,,NaN,,NaN
2187,63,107,107,49,100,16,NaN,NaN,33,88,NaN,6,NaN
2188,,,,,,,NaN,NaN,,,NaN,,NaN
2189,64,107,107,52,100,16,NaN,NaN,33,90,NaN,6,NaN
2190,,,,,,,NaN,NaN,,,NaN,,NaN
2191,64,107,108,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2192,,,,,,,NaN,NaN,,,NaN,,NaN
2193,65,107,108,52,100,16,NaN,NaN,33,92,NaN,6,NaN
2194,,,,,,,NaN,NaN,,,NaN,,NaN
2195,64,107,108,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2196,,,,,,,NaN,NaN,,,NaN,,NaN
2197,65,107,108,52,100,16,NaN,NaN,33,90,NaN,6,NaN
2198,,,,,,,NaN,NaN,,,NaN,,NaN
2199,63,108,108,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2200,,,,,,,NaN,NaN,,,NaN,,NaN
2201,64,108,108,51,100,16,NaN,NaN,33,89,NaN,6,NaN
2202,,,,,,,NaN,NaN,,,NaN,,NaN
2203,62,107,108,49,100,16,NaN,NaN,33,85,NaN,6,NaN
2204,,,,,,,NaN,NaN,,,NaN,,NaN
2205,63,108,108,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2206,,,,,,,NaN,NaN,,,NaN,,NaN
2207,61,107,108,49,100,16,NaN,NaN,33,85,NaN,6,NaN
2208,,,,,,,NaN,NaN,,,NaN,,NaN
2209,62,107,108,48,100,16,NaN,NaN,33,85,NaN,6,NaN
2210,,,,,,,NaN,NaN,,,NaN,,NaN
2211,61,107,108,49,100,16,NaN,NaN,33,85,NaN,6,NaN
2212,,,,,,,NaN,NaN,,,NaN,,NaN
2213,62,107,108,48,100,16,NaN,NaN,33,85,NaN,6,NaN
2214,,,,,,,NaN,NaN,,,NaN,,NaN
2215,63,107,108,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2216,,,,,,,NaN,NaN,,,NaN,,NaN
2217,63,108,108,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2218,,,,,,,NaN,NaN,,,NaN,,NaN
2219,64,108,108,51,100,16,NaN,NaN,33,89,NaN,6,NaN
2220,,,,,,,NaN,NaN,,,NaN,,NaN
2221,63,108,108,49,100,16,NaN,NaN,33,87,NaN,6,NaN
2222,,,,,,,NaN,NaN,,,NaN,,NaN
2223,64,107,108,50,100,16,NaN,NaN,33,89,NaN,6,NaN
2224,,,,,,,NaN,NaN,,,NaN,,NaN
2225,62,107,108,48,100,16,NaN,NaN,34,85,NaN,6,NaN
2226,,,,,,,NaN,NaN,,,NaN,,NaN
2227,62,107,107,48,100,16,NaN,NaN,34,87,NaN,6,NaN
2228,,,,,,,NaN,NaN,,,NaN,,NaN
2229,60,107,107,47,100,16,NaN,NaN,34,83,NaN,6,NaN
2230,,,,,,,NaN,NaN,,,NaN,,NaN
2231,61,107,107,48,100,16,NaN,NaN,34,85,NaN,6,NaN
2232,,,,,,,NaN,NaN,,,NaN,,NaN
2233,60,107,107,48,100,16,NaN,NaN,34,83,NaN,6,NaN
2234,,,,,,,NaN,NaN,,,NaN,,NaN
2235,62,107,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2236,,,,,,,NaN,NaN,,,NaN,,NaN
2237,61,107,107,48,100,16,NaN,NaN,34,84,NaN,6,NaN
2238,,,,,,,NaN,NaN,,,NaN,,NaN
2239,62,107,108,48,100,16,NaN,NaN,34,85,NaN,6,NaN
2240,,,,,,,NaN,NaN,,,NaN,,NaN
2241,62,107,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2242,,,,,,,NaN,NaN,,,NaN,,NaN
2243,62,107,108,49,100,16,NaN,NaN,34,87,NaN,6,NaN
2244,,,,,,,NaN,NaN,,,NaN,,NaN
2245,63,107,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2246,,,,,,,NaN,NaN,,,NaN,,NaN
2247,62,107,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2248,,,,,,,NaN,NaN,,,NaN,,NaN
2249,63,107,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2250,,,,,,,NaN,NaN,,,NaN,,NaN
2251,62,107,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2252,,,,,,,NaN,NaN,,,NaN,,NaN
2253,64,107,108,51,100,16,NaN,NaN,34,90,NaN,6,NaN
2254,,,,,,,NaN,NaN,,,NaN,,NaN
2255,63,108,108,49,100,16,NaN,NaN,34,87,NaN,6,NaN
2256,,,,,,,NaN,NaN,,,NaN,,NaN
2257,64,108,108,51,100,16,NaN,NaN,34,90,NaN,6,NaN
2258,,,,,,,NaN,NaN,,,NaN,,NaN
2259,63,108,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2260,,,,,,,NaN,NaN,,,NaN,,NaN
2261,64,108,108,51,100,16,NaN,NaN,34,90,NaN,6,NaN
2262,,,,,,,NaN,NaN,,,NaN,,NaN
2263,63,108,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2264,,,,,,,NaN,NaN,,,NaN,,NaN
2265,64,108,108,51,100,16,NaN,NaN,34,89,NaN,6,NaN
2266,,,,,,,NaN,NaN,,,NaN,,NaN
2267,63,108,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2268,,,,,,,NaN,NaN,,,NaN,,NaN
2269,64,108,108,50,100,16,NaN,NaN,34,88,NaN,6,NaN
2270,,,,,,,NaN,NaN,,,NaN,,NaN
2271,63,108,108,50,100,16,NaN,NaN,34,86,NaN,6,NaN
2272,,,,,,,NaN,NaN,,,NaN,,NaN
2273,63,108,108,49,100,16,NaN,NaN,33,85,NaN,6,NaN
2274,,,,,,,NaN,NaN,,,NaN,,NaN
2275,62,108,108,49,100,16,NaN,NaN,33,86,NaN,6,NaN
2276,,,,,,,NaN,NaN,,,NaN,,NaN
2277,62,108,108,48,100,16,NaN,NaN,33,85,NaN,6,NaN
2278,,,,,,,NaN,NaN,,,NaN,,NaN
2279,63,108,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2280,,,,,,,NaN,NaN,,,NaN,,NaN
2281,62,108,108,49,100,16,NaN,NaN,34,84,NaN,6,NaN
2282,,,,,,,NaN,NaN,,,NaN,,NaN
2283,62,107,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2284,,,,,,,NaN,NaN,,,NaN,,NaN
2285,60,107,108,47,100,16,NaN,NaN,34,80,NaN,6,NaN
2286,,,,,,,NaN,NaN,,,NaN,,NaN
2287,61,107,107,48,100,16,NaN,NaN,34,84,NaN,6,NaN
2288,,,,,,,NaN,NaN,,,NaN,,NaN
2289,59,107,107,47,100,16,NaN,NaN,34,80,NaN,5,NaN
2290,,,,,,,NaN,NaN,,,NaN,,NaN
2291,61,107,108,49,100,16,NaN,NaN,34,85,NaN,5,NaN
2292,,,,,,,NaN,NaN,,,NaN,,NaN
2293,61,107,108,49,100,16,NaN,NaN,33,85,NaN,5,NaN
2294,,,,,,,NaN,NaN,,,NaN,,NaN
2295,63,107,108,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2296,,,,,,,NaN,NaN,,,NaN,,NaN
2297,64,108,108,51,100,16,NaN,NaN,33,89,NaN,6,NaN
2298,,,,,,,NaN,NaN,,,NaN,,NaN
2299,65,108,108,52,100,16,NaN,NaN,34,92,NaN,6,NaN
2300,,,,,,,NaN,NaN,,,NaN,,NaN
2301,65,108,108,52,100,16,NaN,NaN,34,91,NaN,6,NaN
2302,,,,,,,NaN,NaN,,,NaN,,NaN
2303,65,108,108,51,100,16,NaN,NaN,34,90,NaN,6,NaN
2304,,,,,,,NaN,NaN,,,NaN,,NaN
2305,65,108,108,52,100,16,NaN,NaN,34,90,NaN,6,NaN
2306,,,,,,,NaN,NaN,,,NaN,,NaN
2307,65,108,108,51,100,16,NaN,NaN,34,88,NaN,6,NaN
2308,,,,,,,NaN,NaN,,,NaN,,NaN
2309,65,107,108,52,100,16,NaN,NaN,34,89,NaN,6,NaN
2310,,,,,,,NaN,NaN,,,NaN,,NaN
2311,63,107,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2312,,,,,,,NaN,NaN,,,NaN,,NaN
2313,63,107,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2314,,,,,,,NaN,NaN,,,NaN,,NaN
2315,61,107,108,48,100,16,NaN,NaN,34,82,NaN,6,NaN
2316,,,,,,,NaN,NaN,,,NaN,,NaN
2317,62,107,108,50,100,16,NaN,NaN,34,85,NaN,6,NaN
2318,,,,,,,NaN,NaN,,,NaN,,NaN
2319,61,107,108,48,100,16,NaN,NaN,33,82,NaN,6,NaN
2320,,,,,,,NaN,NaN,,,NaN,,NaN
2321,62,107,108,49,100,16,NaN,NaN,33,85,NaN,6,NaN
2322,,,,,,,NaN,NaN,,,NaN,,NaN
2323,61,107,108,49,100,16,NaN,NaN,33,83,NaN,6,NaN
2324,,,,,,,NaN,NaN,,,NaN,,NaN
2325,62,107,108,50,100,16,NaN,NaN,33,86,NaN,6,NaN
2326,,,,,,,NaN,NaN,,,NaN,,NaN
2327,62,107,108,50,100,16,NaN,NaN,33,85,NaN,6,NaN
2328,,,,,,,NaN,NaN,,,NaN,,NaN
2329,63,107,108,50,100,16,NaN,NaN,33,88,NaN,6,NaN
2330,,,,,,,NaN,NaN,,,NaN,,NaN
2331,63,107,108,51,100,16,NaN,NaN,33,87,NaN,6,NaN
2332,,,,,,,NaN,NaN,,,NaN,,NaN
2333,64,107,108,51,100,16,NaN,NaN,33,88,NaN,6,NaN
2334,,,,,,,NaN,NaN,,,NaN,,NaN
2335,63,108,108,51,100,16,NaN,NaN,33,87,NaN,6,NaN
2336,,,,,,,NaN,NaN,,,NaN,,NaN
2337,63,108,108,49,100,16,NaN,NaN,33,86,NaN,6,NaN
2338,,,,,,,NaN,NaN,,,NaN,,NaN
2339,63,108,108,51,100,16,NaN,NaN,34,87,NaN,6,NaN
2340,,,,,,,NaN,NaN,,,NaN,,NaN
2341,62,108,108,48,100,16,NaN,NaN,34,84,NaN,6,NaN
2342,,,,,,,NaN,NaN,,,NaN,,NaN
2343,62,108,108,50,100,16,NaN,NaN,34,85,NaN,6,NaN
2344,,,,,,,NaN,NaN,,,NaN,,NaN
2345,61,108,108,48,100,16,NaN,NaN,33,82,NaN,6,NaN
2346,,,,,,,NaN,NaN,,,NaN,,NaN
2347,61,108,108,49,100,16,NaN,NaN,33,84,NaN,6,NaN
2348,,,,,,,NaN,NaN,,,NaN,,NaN
2349,60,107,108,47,100,16,NaN,NaN,33,80,NaN,6,NaN
2350,,,,,,,NaN,NaN,,,NaN,,NaN
2351,61,107,108,48,100,16,NaN,NaN,33,83,NaN,6,NaN
2352,,,,,,,NaN,NaN,,,NaN,,NaN
2353,60,107,108,47,100,16,NaN,NaN,34,81,NaN,6,NaN
2354,,,,,,,NaN,NaN,,,NaN,,NaN
2355,62,108,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2356,,,,,,,NaN,NaN,,,NaN,,NaN
2357,61,108,108,50,100,16,NaN,NaN,34,84,NaN,6,NaN
2358,,,,,,,NaN,NaN,,,NaN,,NaN
2359,63,108,108,50,100,16,NaN,NaN,33,87,NaN,6,NaN
2360,,,,,,,NaN,NaN,,,NaN,,NaN
2361,63,108,108,51,100,16,NaN,NaN,33,86,NaN,6,NaN
2362,,,,,,,NaN,NaN,,,NaN,,NaN
2363,64,108,108,50,100,16,NaN,NaN,33,87,NaN,6,NaN
2364,,,,,,,NaN,NaN,,,NaN,,NaN
2365,64,108,109,51,100,16,NaN,NaN,33,88,NaN,6,NaN
2366,,,,,,,NaN,NaN,,,NaN,,NaN
2367,64,108,109,50,100,16,NaN,NaN,33,87,NaN,6,NaN
2368,,,,,,,NaN,NaN,,,NaN,,NaN
2369,64,108,109,51,100,16,NaN,NaN,33,88,NaN,6,NaN
2370,,,,,,,NaN,NaN,,,NaN,,NaN
2371,63,108,108,49,100,16,NaN,NaN,33,86,NaN,6,NaN
2372,,,,,,,NaN,NaN,,,NaN,,NaN
2373,,108,,,,,NaN,NaN,,,NaN,,NaN
2374,64,,108,51,100,16,NaN,NaN,33,88,NaN,6,NaN
2375,63,108,108,49,100,16,NaN,NaN,33,85,NaN,6,NaN
2376,,,,,,,NaN,NaN,,,NaN,,NaN
2377,64,108,109,51,100,16,NaN,NaN,33,87,NaN,6,NaN
2378,,,,,,,NaN,NaN,,,NaN,,NaN
2379,62,108,108,49,100,16,NaN,NaN,34,84,NaN,6,NaN
2380,,,,,,,NaN,NaN,,,NaN,,NaN
2381,63,108,109,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2382,,,,,,,NaN,NaN,,,NaN,,NaN
2383,62,108,108,49,100,16,NaN,NaN,34,84,NaN,6,NaN
2384,,,,,,,NaN,NaN,,,NaN,,NaN
2385,64,108,109,51,100,16,NaN,NaN,33,87,NaN,6,NaN
2386,,,,,,,NaN,NaN,,,NaN,,NaN
2387,63,108,109,50,100,16,NaN,NaN,33,86,NaN,6,NaN
2388,,,,,,,NaN,NaN,,,NaN,,NaN
2389,64,108,109,50,100,16,NaN,NaN,33,87,NaN,6,NaN
2390,,,,,,,NaN,NaN,,,NaN,,NaN
2391,64,108,109,51,100,16,NaN,NaN,33,87,NaN,6,NaN
2392,,,,,,,NaN,NaN,,,NaN,,NaN
2393,64,108,109,50,100,16,NaN,NaN,33,87,NaN,6,NaN
2394,,,,,,,NaN,NaN,,,NaN,,NaN
2395,64,108,109,51,100,16,NaN,NaN,33,88,NaN,6,NaN
2396,,,,,,,NaN,NaN,,,NaN,,NaN
2397,64,108,109,50,100,16,NaN,NaN,33,86,NaN,6,NaN
2398,,,,,,,NaN,NaN,,,NaN,,NaN
2399,64,108,109,52,100,16,NaN,NaN,34,88,NaN,6,NaN
2400,,,,,,,NaN,NaN,,,NaN,,NaN
2401,63,108,109,50,100,16,NaN,NaN,34,86,NaN,6,NaN
2402,,,,,,,NaN,NaN,,,NaN,,NaN
2403,64,108,109,51,100,16,NaN,NaN,34,88,NaN,6,NaN
2404,,,,,,,NaN,NaN,,,NaN,,NaN
2405,63,108,109,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2406,,,,,,,NaN,NaN,,,NaN,,NaN
2407,64,108,108,51,100,16,NaN,NaN,34,88,NaN,6,NaN
2408,,,,,,,NaN,NaN,,,NaN,,NaN
2409,,,,,,,NaN,NaN,,,NaN,,NaN
2410,63,108,109,49,100,16,NaN,NaN,34,84,NaN,6,NaN
2411,,,,,,,NaN,NaN,,,NaN,,NaN
2412,64,108,109,51,100,16,NaN,NaN,34,88,NaN,6,NaN
2413,,,,,,,NaN,NaN,,,NaN,,NaN
2414,63,108,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2415,,,,,,,NaN,NaN,,,NaN,,NaN
2416,64,108,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2417,,,,,,,NaN,NaN,,,NaN,,NaN
2418,63,108,108,50,100,16,NaN,NaN,34,85,NaN,6,NaN
2419,,,,,,,NaN,NaN,,,NaN,,NaN
2420,64,108,108,50,100,16,NaN,NaN,34,87,NaN,6,NaN
2421,,,,,,,NaN,NaN,,,NaN,,NaN
2422,63,108,108,50,100,16,NaN,NaN,34,86,NaN,6,NaN
2423,,,,,,,NaN,NaN,,,NaN,,NaN
2424,63,108,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2425,,,,,,,NaN,NaN,,,NaN,,NaN
2426,63,108,108,50,100,16,NaN,NaN,34,86,NaN,6,NaN
2427,,,,,,,NaN,NaN,,,NaN,,NaN
2428,63,108,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2429,,,,,,,NaN,NaN,,,NaN,,NaN
2430,63,108,108,50,100,16,NaN,NaN,34,86,NaN,6,NaN
2431,,,,,,,NaN,NaN,,,NaN,,NaN
2432,62,108,108,49,100,16,NaN,NaN,34,84,NaN,6,NaN
2433,,,,,,,NaN,NaN,,,NaN,,NaN
2434,63,108,108,51,100,16,NaN,NaN,34,86,NaN,6,NaN
2435,,,,,,,NaN,NaN,,,NaN,,NaN
2436,63,108,108,49,100,16,NaN,NaN,34,84,NaN,6,NaN
2437,,,,,,,NaN,NaN,,,NaN,,NaN
2438,64,108,108,51,100,16,NaN,NaN,34,87,NaN,6,NaN
2439,63,108,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2440,,,,,,,NaN,NaN,,,NaN,,NaN
2441,,,,,,,NaN,NaN,,,NaN,,NaN
2442,64,108,108,51,100,16,NaN,NaN,34,88,NaN,6,NaN
2443,63,108,108,50,100,16,NaN,NaN,34,85,NaN,6,NaN
2444,,,,,,,NaN,NaN,,,NaN,,NaN
2445,63,108,108,49,100,16,NaN,NaN,34,86,NaN,6,NaN
2446,,,,,,,NaN,NaN,,,NaN,,NaN
2447,63,108,108,51,100,16,NaN,NaN,34,85,NaN,6,NaN
2448,,,,,,,NaN,NaN,,,NaN,,NaN
2449,63,108,108,49,100,16,NaN,NaN,34,85,NaN,6,NaN
2450,,,,,,,NaN,NaN,,,NaN,,NaN
2451,64,108,108,51,100,16,NaN,NaN,34,88,NaN,7,NaN
2452,,,,,,,NaN,NaN,,,NaN,,NaN
2453,63,108,108,50,100,16,NaN,NaN,34,85,NaN,7,NaN
2454,,,,,,,NaN,NaN,,,NaN,,NaN
2455,64,108,108,50,100,16,NaN,NaN,33,86,NaN,7,NaN
2456,,,,,,,NaN,NaN,,,NaN,,NaN
2457,64,108,108,51,100,16,NaN,NaN,33,86,NaN,7,NaN
2458,,,,,,,NaN,NaN,,,NaN,,NaN
